time,temperature,mg,si,cu,fe,cr,mn,zn,ti,log_time,mg_si_ratio,thermal_budget,yield_strength
0.5,180.28297692860505,0.3989225730374458,0.7090905272197042,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.5625754850325272,183.8512510101636,85.76508163114863
1.0,178.94839084277183,0.7951140891676219,1.3369153597681525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5947333434571915,313.3707249483554,224.64892677748625
0.01,179.18086953827992,0.0106368410334756,0.1822698412812314,0.0025,0.012,0.0,0.003,0.001,0.002,-2.0,0.0583544563058103,4.500841807007098,259.6236559515654
0.01,178.48465134171016,0.0110422311724378,0.2162463386965961,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0510608439918603,4.493914205605233,161.8280923924594
1.0,176.1087910066038,0.5098094273226512,0.4392228828889599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1606813769713444,311.4024643279972,157.9664649004309
0.01,179.28201025881307,0.397053097682614,1.3147940711703026,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3019865137238269,4.50184819063913,120.31676173485867
0.5,180.4303510354277,0.5889306606286631,1.3072854285605875,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.4504954639649522,183.9110060683188,196.63679841271176
0.01,179.09906974469297,0.0279603652444616,0.0710232278335528,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3936237461991625,4.500027871997187,260.4216531090824
0.01,180.8770348481744,0.0108032152199099,0.0138658937532732,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7785599552721795,4.517719213022214,152.69493664451207
1.0,178.5174658769076,0.4054724959741747,1.332510541864481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3042898651354612,313.0720305232338,210.4057421503086
48.0,175.6482073277302,0.5027935790275546,0.4348400011312315,0.0,0.0,0.0,0.0,0.0,0.0,1.6812412373755872,1.1562460106233703,1746.6419730337218,225.1166439924935
0.01,179.4081776139202,0.0110208804703007,0.0132410927038141,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8316959753159503,4.503103597565315,360.7521962910082
8.0,181.78907114671205,0.6110664778919106,1.3263655195953614,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.4607039777681732,999.6033083140668,321.243025634234
24.0,151.67315216672338,0.4332953863101512,0.4948177220584103,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.8756489723488134,1367.4529743537707,216.5558525494623
9.0,175.9176957634838,1.0203756902093457,0.8745055911356363,0.0,0.0,0.0,0.0,0.0,0.0,0.9542425094393248,1.1667895924923384,1034.0165820101834,335.021600704536
4.0,180.03596843599104,0.3951825813549369,0.7194439326745102,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.5492812859968372,729.3746789840475,231.88645039696928
0.5,180.4369840223513,0.3939294117766307,1.3242637326062083,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.2974682666259388,183.9136955130789,156.30334067869055
0.5,180.08010926715778,0.7875801966080376,1.3433717840136674,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.5862668423677425,183.7689952518833,177.10352911650193
0.01,181.1352487603928,0.0105565250389889,0.1830073134175697,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0576804720922952,4.5202885268796775,272.5579277280092
0.01,179.59896458064694,0.0104952489142872,0.1769319209150918,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0593146545488422,4.505001991006719,169.34014767887763
0.01,179.14001721036965,0.0105604343501122,0.1765900838132111,0.0025,0.012,0.0,0.003,0.001,0.002,-2.0,0.0597985806240157,4.500435312828269,266.208045292292
0.01,180.1632996731677,0.0293346135404892,0.0677139683029953,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4331496555140851,4.510617311889353,246.7270277870433
24.0,178.06335192052575,0.40794261223885,1.33357821576581,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.3058984830670462,1452.399750354728,268.99048639635765
0.01,179.39704373181434,0.0109604530005409,0.0127972490641768,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.855800722357965,4.502992811754682,389.5285926348687
6.0,175.38629886060488,0.5037854871742722,0.4431466000048759,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.136811427763299,872.8113361725581,251.41272939568347
0.5,178.07740290483062,0.3981979915399734,1.3165030901518633,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.3024641338689919,182.95696770017335,155.52801153172572
96.0,176.90028088539233,0.5039241951171575,0.4279044078290524,0.0,0.0,0.0,0.0,0.0,0.0,1.9822712330395684,1.1776284834009847,2058.849960844936,210.6381232300398
8.0,181.94185701752608,0.4070649967670433,0.7161973103694923,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.5683619684879201,999.939013184489,238.0435099381024
24.0,179.14635197312026,0.5880038122543662,1.3297162345217937,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.4421991512153842,1455.885793042355,308.74509288988475
0.01,181.96651464255152,0.0274544607116828,0.0738441741323228,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3717387816495429,4.528559897434108,267.2026665069542
1.0,176.97211441538897,1.0159022807806426,0.8779334662057273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157138608447241,312.000874514708,247.32665770348157
0.01,179.07232076747934,0.4049225586816714,1.3458133384798052,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3008734854747412,4.499761710823927,122.693878260747
8.0,173.58910402269174,0.4944780526308165,0.4425398008735561,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.1173387755564648,981.5861390158202,260.48340713112736
0.5,174.08917619195822,0.497703453574417,0.427626892832239,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.1638459214267676,181.3398809248787,93.21834938012616
0.5,180.23569622124316,0.8090511595454392,1.3203861692507315,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.6127336464513836,183.8320803330417,177.09424111101768
4.0,173.21748832391995,0.4924205222962334,0.4270273405669104,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.1531088162981813,718.4007585865023,231.6077623480228
0.01,181.5807941199241,0.0110026314708894,0.2223970076555321,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0494707050235147,4.524721850617109,156.95073134208275
0.01,178.9570886354912,0.0292312147705183,0.0714070591922412,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4093029746833096,4.498615112985729,260.15435015847424
0.01,180.3440511158689,0.0282639697851958,0.0723105925322669,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3908149642522006,4.512415848546418,188.01894832515387
0.01,181.69098010392284,0.010601118366261,0.183253953082173,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0578461731724605,4.525818237613278,268.6625112243688
8.0,181.59106637076349,0.3940257475263397,1.3166099813881424,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.2992706727045942,999.1682473539224,266.4140154813266
0.01,179.21988656017948,0.0288599403896952,0.069010894457238,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4181333872393598,4.501230039283904,179.2843458229891
24.0,180.02064255073114,0.7986188277603223,1.3420157192848043,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.5950845921089531,1458.700025846537,323.53955674503936
168.0,149.49928278573216,0.421727680213732,0.4969512276369562,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,0.8486128429355371,2168.1480126256856,259.1276979774843
0.01,181.8969368438716,0.0111107106212239,0.2186761896904065,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0508066404968386,4.527867575317207,136.54629842695783
24.0,151.76409994025968,0.4380982640241974,0.4977345713894249,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.880166834971744,1367.7457239433325,222.7178842676228
0.01,180.385186523008,0.0275990992640628,0.0730573848556064,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3777211859792614,4.512825159457232,264.1597362987014
6.0,175.58144319467704,0.4947471231502418,0.427958525758735,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.1560362348448794,873.1910695127598,243.47089101963027
0.5,173.5045135165521,0.4964945223552428,0.4298551723726406,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.1550005775411891,181.1028206099884,92.40259289768854
1.0,173.39737381404197,0.5076876141385104,0.4421102513182751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1483021024816942,309.52305314565115,158.02715401610405
0.01,178.21482947733702,0.0108711029931366,0.0141380297817602,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7683828180197779,4.491229388783301,388.38039292304217
1.0,173.8880602179524,0.5025038238338211,0.436057435276926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152353473757343,309.8631710430608,154.80926851754757
0.5,179.1463081683174,0.399335296827324,0.285533294123151,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,1.3985105062740366,183.39037148839049,29.232922023329728
0.01,180.8442712578959,0.0281205478026122,0.070725937239029,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3975425915060401,4.5173932044590055,264.99425209757794
24.0,181.50180271189424,0.7926490635560298,1.297166503527126,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.6110572165011885,1463.4676964820628,324.9046187947427
0.01,178.49885278089891,0.0104448465434179,0.1811268709223628,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0576627303443631,4.494055514623752,232.71447454864523
0.01,179.56408566039732,0.0283294897641691,0.0738395999217809,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3836106058011801,4.504654934210434,257.7937558930303
1.5,176.25740746499008,0.4924179023064522,0.4271664881564853,0.0,0.0,0.0,0.0,0.0,0.0,0.1760912590556812,1.1527270717344988,411.7878422957624,149.46422314745163
0.5,178.54460031139578,0.399424508420479,0.7203579473856009,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.5544729049509941,183.1463999471342,87.27836415173134
4.0,175.9247251635528,0.5034282367064038,0.4347474882778048,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.1579518473635102,722.7578881941457,226.99526634961327
0.01,180.88151424256503,0.0110517075613009,0.2185516615906949,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0505656274795243,4.517763784478423,229.58931618690173
8.0,180.31900861644252,0.4051340747736859,0.7078726843209993,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.572318102627825,996.3732507923374,234.67956890421465
24.0,179.7881400266661,0.3936945370264874,1.3056762507162298,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.3015230778531423,1457.9516290926033,260.9877861672396
0.01,179.95709595838775,0.0278923783150852,0.0729923432997233,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3820751095696812,4.508565516704141,265.2886180800221
1.0,178.11009097161357,0.3985316002719089,1.300554417307919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064297277153272,312.7896597561983,201.58700325488425
0.01,180.233627618688,0.4076246151599429,1.3203373095626258,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.308725296903109,4.511317098215503,119.93266972638988
0.01,180.60924744605992,0.0110137270534276,0.0130452747619896,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8436227696634974,4.515054639772865,393.9926627458651
0.01,181.05890677368572,0.0315961541932074,0.0732937382599387,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.4310305987556314,4.519528898853955,174.79018173372364
1.0,180.97730580360948,0.3928988295436484,1.3159461346607495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985652934738108,314.777061633056,211.3693876048476
0.01,181.1407051844124,0.0110227925934986,0.0139761410019509,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7881225129906144,4.520342820103949,398.9675708416331
0.01,179.43706813598575,0.0110911572954952,0.0128871635867057,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8599687226521561,4.503391067818389,390.3920484967206
0.01,178.91666215638585,0.8031710919637004,1.3427727808547774,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5981392548483713,4.498212856143403,156.7454644355445
0.01,180.8001827180329,0.0105394894209415,0.1809360301135558,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0582465910654536,4.516954508900535,232.55411628472456
0.01,181.80968269287868,0.0295393926926178,0.071354195497436,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4139245525955538,4.526999367646516,263.49409173940785
8.0,148.00191006764726,0.4299236049065171,0.4999592066568331,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.8599001682149724,925.3653275927278,187.5936129488092
1.0,150.57677908595969,0.4368642329274723,0.4946080428502084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883235537486799,293.70502225117974,73.00909750370778
0.01,180.28400680467644,0.0110038735149556,0.2203696807168786,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0499314341465639,4.511818387784202,161.99687457735536
0.5,180.52122558367276,0.3925730498948162,1.3425949567796305,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.2923965444284082,183.9478525268473,154.49544454438248
48.0,175.4718990378366,0.506478346418268,0.4430989266927775,0.0,0.0,0.0,0.0,0.0,0.0,1.6812412373755872,1.1430109300628617,1745.9558128523884,225.85861658538136
3.0,174.4841992929417,0.4958521893230435,0.4380555118569306,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.1319133232405332,620.5527663242224,177.00213953346386
1.0,181.0535760720741,0.3927211829096269,1.3231951848887733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967953779161154,314.8299281546028,209.9838868192467
8.0,179.86389020591736,0.4009598403006483,0.73009707647591,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.5491795014999804,995.3732534351332,235.1072992225907
0.01,178.18549713303938,0.3961992763094808,1.3014484234410937,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3044271481696038,4.49093752225284,103.52357658192726
0.01,180.24610916858205,0.0110153376131203,0.2231840846985193,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0493531789966539,4.51144129376651,232.57926148690484
0.01,181.54455619714628,0.0276070233697338,0.0716156164217872,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3854350545084632,4.524361271296037,260.5705664456576
1.5,174.56064545836625,0.4939679653999712,0.4417017396456227,0.0,0.0,0.0,0.0,0.0,0.0,0.1760912590556812,1.1183039096861511,410.2331149948968,149.57557460704703
0.01,179.33215683485437,0.010840504189544,0.0140701564330888,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7699136185780256,4.502347165661894,356.59462833182334
168.0,175.7326453752238,0.4985252504760578,0.4333409819275834,0.0,0.0,0.0,0.0,0.0,0.0,2.225309281725863,1.1503960329305671,2302.7225056616303,173.37005197508716
0.01,181.3806984511803,0.0303085823092183,0.0689695281530752,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4393851787730317,4.522730832510821,258.2870670312832
4.0,181.58370175806095,0.4036789390059863,1.3075458133470117,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.308727883647789,731.8656596709244,256.8274863115788
96.0,173.77719517508353,0.4990352178698409,0.4404173184274307,0.0,0.0,0.0,0.0,0.0,0.0,1.9822712330395684,1.133070536250278,2044.5627463591784,204.7042572682323
1.5,175.02727493401358,0.5072087151871735,0.4273178714431282,0.0,0.0,0.0,0.0,0.0,0.0,0.1760912590556812,1.1869310407352551,410.6606832586517,148.7024580743645
0.01,179.7374911102323,0.3931816251183691,1.3027710933520704,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.3018017586567121,4.5063803758080345,118.90053152190949
0.01,179.07780644264366,0.0110750223295458,0.012941190821096,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8551354452677775,4.499816295106766,352.5600552202182
336.0,176.76123951492838,0.4923689942891147,0.439517024934055,0.0,0.0,0.0,0.0,0.0,0.0,2.526339277389844,1.1202246195509546,2618.520725274508,139.03871643209527
1.0,150.13821923823065,0.4321611314091248,0.4953087915046065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8724908863166071,293.4010357292196,75.22883798986994
120.0,173.81130809201025,0.4910641747066452,0.4328948185080096,0.0,0.0,0.0,0.0,0.0,0.0,2.0791812460476247,1.1343467517850223,2143.5328155952147,189.0478917776638
0.01,178.19070422755405,0.0108827211659492,0.2197719603401166,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0495159891608393,4.490989334566045,139.93798347297263
0.5,181.43754993724048,0.4071790708015002,0.7174662845306119,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.5675157208407039,184.3193900799288,88.35118007365914
0.01,180.63985463073777,0.0110062641722417,0.0141148960293196,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7792102787443953,4.515359191386893,355.6960572579617
24.0,181.0412395471957,0.4070388942636601,1.3392555130139645,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.3039269587011429,1461.98520084539,269.5016321563643
24.0,178.0726803683505,0.3978340244437883,0.7342203924374404,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.5418381322013792,1452.4297774699144,225.58704071114008
4.0,176.64757865614254,0.497564899354374,0.4387562663412355,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.1340090100896905,723.921276010255,227.61931941729824
0.01,179.63846673754543,0.0282652860159601,0.0735657145671915,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3841659735448093,4.505395050537272,188.6862708338361
120.0,151.9969047777525,0.4372778884307732,0.4915160410642698,0.0,0.0,0.0,0.0,0.0,0.0,2.0791812460476247,0.8896332073962214,2038.9155064228632,277.6836162815221
3.0,173.36280770582374,1.007932990554505,0.8976069618939928,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.1228987790379348,618.9981874903934,298.4949850143554
4.0,180.4098537239316,0.5881286534394595,1.339246876403855,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.4391455170412792,729.9764241413603,311.2233637213811
0.01,178.05879439180157,0.0289225790194269,0.0700186479309925,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4130106731166325,4.489676788057521,202.74986896515196
7.0,173.026033093357,1.0166232241497415,0.9047148989616612,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,1.1236821550025922,927.7969781162436,333.9224138455226
0.01,178.12267380554562,0.0306871481327307,0.0722026201049936,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.4249554729922983,4.490312409358981,251.90616335880367
24.0,181.6987526998862,0.3988307665775702,0.720474203998383,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.5535593485106653,1464.1016540371184,225.48458392671463
2.5,175.71711833336138,0.4929143004975089,0.4421506499905419,0.0,0.0,0.0,0.0,0.0,0.0,0.3979400086720376,1.114785543462659,562.3241036232635,180.3957764935113
1.0,179.17301667081034,0.7871254023152999,1.3129752567100008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599492948068306,313.5264237077413,222.67650835756163
0.01,180.39310724679223,0.029349295361585,0.0676368364693251,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4338605749123785,4.512903973279482,254.60134826963792
0.5,181.4389784340808,0.606397496475345,1.3238439340560575,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010299956639812,0.4580546847924898,184.31996928555455,196.1413900516358
0.01,180.63445087256275,0.0108449173672626,0.0137492870802294,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.788188901359987,4.515305422205201,152.05536928866889
0.01,181.0948709062445,0.028463974541803,0.0720397154506997,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3950601936974982,4.519886753871762,268.6366731041773
12.0,174.95449347638126,0.4967774463038322,0.4301827184757363,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.1547788350858648,1149.3653326178714,242.91373288052145
0.01,181.759109315759,0.0108925293491744,0.2162735613397092,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0503622618459937,4.526496145811813,227.67656479633237
6.0,173.4380831393749,0.4995017146827148,0.4308544940045568,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.1593011762009615,869.0202834280676,244.51069452758333
0.01,181.0226903863958,0.0281445342703604,0.0743556554730878,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3784614563176364,4.519168533818113,264.0965172549487
0.01,179.1460629142785,0.0291532703424984,0.0703037810164487,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4146167354544421,4.500495469582401,175.59950911321505
72.0,173.53571942176237,0.5065125476233854,0.4290059510356492,0.0,0.0,0.0,0.0,0.0,0.0,1.8573324964312683,1.1806380308253306,1916.4869621192613,219.3506778835663
336.0,173.8597454017003,0.4980078255930405,0.4434175771746376,0.0,0.0,0.0,0.0,0.0,0.0,2.526339277389844,1.1230871764137196,2601.6337889135907,137.74383244956437
8.0,179.95173970639067,0.4022417408638028,1.299616506762847,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.3095056454840398,995.56627851668,268.0599852893487
4.0,181.31551897443612,0.4019678890197578,0.2808400950326331,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,1.431254238931454,731.4340361314964,92.56421855335434
0.01,179.0379828421223,0.0300402751461908,0.0697231969080744,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4307887272942801,4.499420037105813,259.3640787949202
0.01,178.26651445520153,0.0279549366150789,0.0748437956189834,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3734605090351542,4.491743671413192,259.05452447452075
8.0,180.16084536910063,0.4051318499261133,0.2773503690330878,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.4606695662341829,996.0257306180466,127.20847915222495
0.01,179.02290594037692,0.0302209228006518,0.0700873411246058,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.431127947448546,4.499270016945206,187.41018169653455
0.01,181.3609599836026,0.0110357087992824,0.223974980769926,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0492698606904281,4.522534428227889,221.43228452157604
1.0,151.02474512784204,0.4274661412582632,0.4944548614500765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8645025654698056,294.0155286500971,74.23926136340565
0.01,178.7649989897595,0.0108505406795109,0.1201037801225798,0.009,0.0,0.0,0.0,0.0,0.0,-2.0,0.0903355191089452,4.496703757457231,385.3387732155086
8.0,181.6305797769947,0.4063797797564852,0.7138735269939043,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.5692522160690722,999.255067181228,235.3968359636176
2.5,175.3119616121902,0.5061399001938623,0.4385194830241962,0.0,0.0,0.0,0.0,0.0,0.0,0.3979400086720376,1.154175305850384,561.8165382865432,182.0013568118059
3.0,176.28973179992838,1.0250989663435448,0.8881543974408332,0.0,0.0,0.0,0.0,0.0,0.0,0.4771212547196624,1.1541770524660484,623.0557658574767,299.1589732405054
8.0,180.70625252809515,0.4035672602876842,1.29899664827119,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,0.3106737450688032,997.2241126324444,271.18482956216104
0.01,180.45285811962984,0.7876651669361927,1.2978054030403845,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6069161801369704,4.513498514232981,153.30529339313117
504.0,173.64431254048552,0.4919230522671614,0.4371931416323743,0.0,0.0,0.0,0.0,0.0,0.0,2.702430536445525,1.1251590060183023,2781.097304276169,104.64213194785609
0.01,179.81745345904298,0.011166855697836,0.2237986683353344,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0498946523425295,4.507176027634497,157.6537938381608
0.01,179.12885391049377,0.0110342461029263,0.2157894140424783,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.051131955811309,4.5003242343010905,162.4127603591744
24.0,180.28110298384317,0.8156143018697505,1.3121622273430154,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,0.6215756475209564,1459.538415638016,330.3283612339013
24.0,175.03588819437647,0.4924635129661817,0.4418215431016749,0.0,0.0,0.0,0.0,0.0,0.0,1.380211241711606,1.1145956431925803,1442.6547205559607,219.4552706860022
0.01,178.74414076346753,0.0280085646546777,0.0743599446284976,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.3766113420493954,4.496496211204615,261.9433233526634
0.01,178.01176971773023,0.0305902569221724,0.0716896675419308,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.4266443342193035,4.489208876992248,254.38436645051377
0.01,178.75678492956362,0.0289575720947321,0.0692561096172286,0.0,0.0017,0.0,0.0,0.0,0.0,-2.0,0.4180626319964338,4.496622024840634,246.09359634582077
0.01,178.0373258673607,0.0304869756099876,0.0685575821740395,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4446266682206328,4.489463169136404,256.98653092799333
4.0,181.0130057641472,0.4042171622374795,1.3000238354101683,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.3109281860421321,730.9471599018453,263.19429640200843
1.0,180.7974024246299,0.5917326827192937,1.3031750102240254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4540665201616854,314.6523621131431,262.0069777538421
0.01,180.08934098323803,0.0108777718696134,0.0132412398989687,0.009,0.0,0.0,0.009,0.0,0.0,-2.0,0.8208870983054234,4.509881398455086,389.2151773622669
2.0,151.0979872504818,0.4305768337400613,0.505534685864097,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.8517087525192799,466.0840522360908,88.28772010387775
0.01,179.01966520039934,0.0121062902306451,0.0131429188941291,1e-05,0.001,0.0,0.001,1e-05,0.0,-2.0,0.9204261295984146,4.49923777051022,298.40506817580075
8.0,181.72814403711635,0.4077723859423974,0.2845793893173308,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919436,1.4328446570708635,999.4694377714368,126.7337967841088
0.01,178.97185198449077,0.0111195066647348,0.0140495215813369,0.01,0.0,0.0,0.008,0.0,0.0,-2.0,0.7908879829520866,4.498762013192775,365.7229664775021
1.0,178.5706128190959,0.4043822710184255,0.7165058868594844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643730703457923,313.108869176367,128.25783440790892
6.0,176.84530630879786,0.5065772521630483,0.4301755279642854,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.1775785544443165,875.6504335735441,243.4197401818656
0.01,179.43935858397228,0.0289168972324662,0.0711869270032755,0.0,0.0016,0.0,0.0,0.0,0.0,-2.0,0.4061537267069953,4.503413858533657,202.7602704363437
0.01,181.6020471850056,0.0112104801023098,0.2167477579401653,0.0025,0.0025,0.0,0.003,0.001,0.002,-2.0,0.0517189336559038,4.5249333256463125,178.75436510887442
504.0,176.64968254204115,0.4983213459793301,0.4387410054483452,0.0,0.0,0.0,0.0,0.0,0.0,2.702430536445525,1.1357725447719758,2799.804405452443,104.23113140902647
0.01,180.2519728505516,0.0109496694938558,0.2167710383855532,0.0025,0.011,0.0,0.003,0.001,0.002,-2.0,0.0505102732942051,4.511499639342126,235.1008670280348
0.01,180.9597659183277,0.0275237269600917,0.0716325824609971,0.0,0.0018,0.0,0.0,0.0,0.0,-2.0,0.3841811114929578,4.518542414542075,260.8976774842256
0.01,180.8739477682224,0.0110630661834994,0.2186375338735911,0.0025,0.006,0.0,0.003,0.001,0.002,-2.0,0.0505977176486037,4.517688495555322,162.92574300747236
